model,dataset,seed,epochs,train_time,eval_time,inference_time,mrr,hits@1,hits@3,hits@5,hits@10,gpu_mem_avg_MB,gpu_mem_peak_MB,gpu_util_avg_%,gpu_util_peak_%,gpu_power_avg_W,gpu_power_peak_W,gpu_energy_Wh
ConvE,Nations,1,50,11.742623329162598,0.13036656379699707,0.0009414985073980556,0.5504243969917297,0.36069651741293535,0.664179104477612,0.8084577114427861,0.9825870646766169,1362.321849385246,1623.6015625,28.540983606557376,76,28.653639344262295,41.965,0.048552000000000005
ConvE,Nations,2,50,11.373196601867676,0.0668795108795166,0.000993803482611585,0.5845798254013062,0.40298507462686567,0.6965174129353234,0.8482587064676617,0.972636815920398,1351.9317511792453,1368.0390625,27.962264150943398,71,25.13435849056604,41.771,0.03700336111111112
ConvE,Nations,4,50,11.058975458145142,0.07963824272155762,0.0008790532337844521,0.5632936954498291,0.373134328358209,0.6940298507462687,0.835820895522388,0.9875621890547264,1352.9825721153845,1368.2890625,27.28846153846154,68,28.360307692307693,41.445,0.04096488888888889
ConvE,Nations,7,50,11.846289157867432,0.07980108261108398,0.0009171144280406596,0.5797982811927795,0.39552238805970147,0.6990049751243781,0.8383084577114428,0.9751243781094527,1351.9824587264152,1366.3515625,34.264150943396224,68,24.13601886792453,24.589,0.03553358333333334
ConvE,Nations,11,50,12.27173662185669,0.07969427108764648,0.0009554731343937714,0.5595763921737671,0.3781094527363184,0.664179104477612,0.8208955223880597,0.9900497512437811,1354.7265625,1368.1640625,39.9811320754717,69,24.220603773584905,24.686,0.03565811111111111
ComplEx,Nations,1,50,10.881929874420166,0.060669660568237305,0.00044603333333553515,0.3872804343700409,0.1691542288557214,0.4601990049751244,0.6741293532338308,0.9427860696517413,910.161704009434,916.7890625,39.81132075471698,70,13.073509433962263,23.577,0.019247111111111114
ComplEx,Nations,2,50,11.23842740058899,0.06091570854187012,0.0005448044776402191,0.3804740905761719,0.16666666666666666,0.4502487562189055,0.6691542288557214,0.9477611940298507,909.8034855769231,916.7890625,38.30769230769231,71,10.918942307692307,11.419,0.015771805555555556
ComplEx,Nations,4,50,11.054577112197876,0.05620384216308594,0.00041844726358285515,0.4096846580505371,0.20149253731343283,0.4925373134328358,0.6741293532338308,0.9427860696517413,909.3046875,917.9765625,32.51923076923077,66,10.946365384615385,11.284,0.015811416666666668
ComplEx,Nations,7,50,11.271754264831543,0.05739760398864746,0.00043386119401629143,0.36612221598625183,0.14676616915422885,0.417910447761194,0.6741293532338308,0.9577114427860697,912.1856971153846,918.1015625,27.634615384615383,74,11.056557692307694,11.34,0.015970583333333333
ComplEx,Nations,11,50,10.911719799041748,0.05835103988647461,0.00039884676625118106,0.3945397138595581,0.1791044776119403,0.48507462686567165,0.6766169154228856,0.9651741293532339,913.9308894230769,924.2890625,38.42307692307692,64,10.959211538461538,11.354,0.015829972222222224
ConvKB,Nations,1,50,14.208463907241821,0.1279921531677246,0.0005155621888231839,0.6024571657180786,0.42786069651741293,0.7388059701492538,0.8532338308457711,0.9850746268656716,2433.497788915094,2618.1015625,32.74528301886792,81,54.45626415094339,60.167,0.16034344444444446
ConvKB,Nations,2,50,13.688159227371216,0.12223958969116211,0.000610996019767032,0.5853980779647827,0.40049751243781095,0.7114427860696517,0.8507462686567164,0.9950248756218906,2439.734375,2618.1015625,36.23076923076923,80,58.938778846153845,61.237,0.17026758333333333
ConvKB,Nations,4,50,13.737571954727173,0.1304776668548584,0.000517181591976397,0.6039997339248657,0.43034825870646765,0.7014925373134329,0.8557213930348259,0.9875621890547264,2439.0084134615386,2618.0390625,35.53846153846154,84,58.97231730769231,61.816,0.17036447222222223
ConvKB,Nations,7,50,13.723423480987549,0.12408161163330078,0.0005453975123483038,0.6004570722579956,0.4228855721393035,0.7189054726368159,0.8706467661691543,0.9875621890547264,2436.8046875,2616.1640625,35.85576923076923,86,58.89364423076923,61.787,0.17013719444444447
ConvKB,Nations,11,50,13.665043830871582,0.13095831871032715,0.0005093124377731215,0.5849809646606445,0.4054726368159204,0.7039800995024875,0.8482587064676617,0.9875621890547264,2438.0204326923076,2616.1640625,31.346153846153847,75,58.73900961538462,61.246,0.16969047222222222
DistMult,Nations,1,50,9.58799123764038,0.06486654281616211,0.00036918805982797076,0.444842129945755,0.22885572139303484,0.554726368159204,0.7736318407960199,0.9701492537313433,882.1051682692307,886.1640625,22.25,61,21.0285,59.595,0.030374500000000002
DistMult,Nations,2,50,9.694942474365234,0.06566691398620605,0.0003477164178702109,0.46072858572006226,0.2537313432835821,0.5621890547263682,0.7213930348258707,0.9477611940298507,881.7542067307693,886.1640625,26.73076923076923,34,9.425846153846154,9.967,0.01361511111111111
DistMult,Nations,4,50,9.77746844291687,0.06798076629638672,0.0003621925371675868,0.4753417670726776,0.2860696517412935,0.5671641791044776,0.7238805970149254,0.9626865671641791,881.9200721153846,886.1640625,26.76923076923077,32,9.236615384615384,9.715,0.013341777777777777
DistMult,Nations,7,50,9.86156964302063,0.05772876739501953,0.00033723980081800504,0.41289016604423523,0.1865671641791045,0.5124378109452736,0.7910447761194029,0.9776119402985075,881.7542067307693,886.1640625,30.48076923076923,38,9.389634615384615,9.679,0.013562805555555557
DistMult,Nations,11,50,9.779886245727539,0.055174827575683594,0.00032250248752905067,0.4450908303260803,0.23134328358208955,0.5373134328358209,0.7487562189054726,0.9676616915422885,881.4837740384615,886.1640625,28.96153846153846,35,9.232653846153847,9.557,0.013336055555555558
TransE,Nations,1,50,9.580192804336548,0.06415462493896484,0.00044791293515828416,0.2966196537017822,0.0,0.46766169154228854,0.7139303482587065,0.9552238805970149,879.7686298076923,884.1640625,26.653846153846153,40,9.012692307692308,9.608,0.013018333333333335
TransE,Nations,2,50,10.049440622329712,0.06396150588989258,0.0004357606967776754,0.3027627170085907,0.0,0.48756218905472637,0.7139303482587065,0.9527363184079602,879.6340144230769,884.1640625,27.096153846153847,36,8.987653846153846,9.453,0.012982166666666668
TransE,Nations,4,50,9.753514289855957,0.06042146682739258,0.000531792039786053,0.30056920647621155,0.0,0.4925373134328358,0.7213930348258707,0.9676616915422885,879.6015625,884.1640625,31.98076923076923,64,9.060057692307693,9.573,0.013086750000000001
TransE,Nations,7,50,9.55672812461853,0.06818604469299316,0.0004164313431829214,0.2992608845233917,0.0,0.47512437810945274,0.7014925373134329,0.9651741293532339,879.4597355769231,884.1640625,26.01923076923077,35,8.951096153846153,9.478,0.012929361111111112
TransE,Nations,11,50,9.689356088638306,0.05743408203125,0.000476322885700015,0.3027586340904236,0.0,0.47512437810945274,0.7139303482587065,0.9651741293532339,879.6364182692307,884.1640625,31.096153846153847,70,9.05526923076923,9.521,0.013079833333333334
RotatE,Nations,1,50,10.723844289779663,0.058301448822021484,0.00042740547269656885,0.48645004630088806,0.26865671641791045,0.6343283582089553,0.7711442786069652,0.9502487562189055,905.8419471153846,912.1640625,34.23076923076923,53,9.520942307692307,10.204,0.013752472222222223
RotatE,Nations,2,50,10.735589981079102,0.0630033016204834,0.00045772487545543494,0.4884663224220276,0.26616915422885573,0.6417910447761194,0.7761194029850746,0.9527363184079602,905.4789663461538,912.1640625,35.53846153846154,45,9.389596153846153,10.004,0.013562749999999998
RotatE,Nations,4,50,10.654468774795532,0.06526637077331543,0.0004273208955173098,0.49117252230644226,0.2810945273631841,0.6169154228855721,0.7835820895522388,0.9527363184079602,905.4044471153846,912.1640625,37.26923076923077,51,9.690846153846154,10.063,0.01399788888888889
RotatE,Nations,7,50,10.62718915939331,0.07302689552307129,0.0004979557214670847,0.49035149812698364,0.27114427860696516,0.6467661691542289,0.7711442786069652,0.9601990049751243,906.0859375,912.4140625,35.90384615384615,56,9.823346153846154,10.573,0.014189277777777778
RotatE,Nations,11,50,10.725544691085815,0.0659327507019043,0.00044125621902075277,0.49084267020225525,0.2736318407960199,0.6343283582089553,0.7761194029850746,0.9676616915422885,905.4585336538462,912.1640625,34.26923076923077,50,9.423307692307691,9.953,0.013611444444444445
R-GCN,Nations,1,50,19.33794403076172,0.13852977752685547,0.0007482562190968896,0.5543644428253174,0.34577114427860695,0.6840796019900498,0.8681592039800995,0.9825870646766169,1289.510896381579,1339.6953125,27.875,49,29.024184210526318,42.571,0.12254655555555558
R-GCN,Nations,2,50,19.2395236492157,0.12034177780151367,0.0007199562187723593,0.5851645469665527,0.3781094527363184,0.7338308457711443,0.8631840796019901,0.972636815920398,1285.3005004084966,1354.9765625,28.954248366013072,52,29.375424836601304,40.671,0.12484555555555556
R-GCN,Nations,4,50,19.468759775161743,0.1194906234741211,0.0008000542290406811,0.5475016236305237,0.32587064676616917,0.7114427860696517,0.8706467661691543,0.9701492537313433,1293.5701041666666,1338.0078125,23.82,46,30.20237333333333,42.45,0.12584322222222225
R-GCN,Nations,7,50,19.89267349243164,0.12606191635131836,0.0010081134329373896,0.5547356009483337,0.3308457711442786,0.7288557213930348,0.8706467661691543,0.9825870646766169,1289.0967854299363,1339.0390625,31.573248407643312,58,28.53636305732484,32.615,0.12445025000000001
R-GCN,Nations,11,50,19.22278881072998,0.11823320388793945,0.000694325870825024,0.5694428086280823,0.36318407960199006,0.7263681592039801,0.8557213930348259,0.9676616915422885,1288.7611019736842,1338.4765625,22.80921052631579,45,27.696480263157895,31.279,0.11694069444444445
